vote_id;vote_date;question;issue;title;yeas;nays
00025;24-Feb;On the Nomination;PN849;Confirmation Robert McKinnon Califf, of South Carolina, to be Commissioner of Food and Drugs;89;4
00024;22-Feb;On the Cloture Motion;PN849;Motion to Invoke Cloture on the Nomination of Robert McKinnon Califf to be Commissioner of Food and Drugs;80;6
00023;11-Feb;On the Nomination;PN675;Confirmation Leonard Terry Strand, of South Dakota, to be U.S. District Judge for the Northern District of Iowa;93;0
00022;11-Feb;On the Conference Report;H.R. 644;Conference Report to Accompany H.R. 644, An act to reauthorize trade facilitation and trade enforcement functions and activities, and for other purposes.;75;20
00021;11-Feb;On the Cloture Motion;H.R. 644;Motion to Invoke Cloture on the Conference Report to Accompany H.R. 644, An act to reauthorize trade facilitation and trade enforcement functions and activities, and for other purposes.;73;22
00020;10-Feb;On Passage of the Bill;H.R. 757;H.R. 757 As Amended, A bill to improve the enforcement of sanctions against the Government of North Korea, and for other purposes.;96;0
00019;09-Feb;On the Nomination;PN915;Confirmation Scot Alan Marciel, of California, to be Ambassador to the Union of Burma;90;0
00018;08-Feb;On the Nomination;PN831;Confirmation Rebecca Goodgame Ebinger, of Iowa, to be U.S. District Judge for the Southern District of Iowa;83;0
00017;04-Feb;On the Cloture Motion;S. 2012;Motion to Invoke Cloture on S. 2012, An original bill to provide for the modernization of the energy policy of the United States, and for other purposes.;43;54
00016;04-Feb;On the Cloture Motion;S. 2012;Motion to Invoke Cloture on Murkowski Amdt No. 2953, In the nature of a substitute.;46;50
00015;02-Feb;On the Amendment;S. 2012;Whitehouse Amdt. No. 3125, To require campaign finance disclosures for certain persons benefitting from fossil fuel activities.;43;52
00014;02-Feb;On the Amendment;S. 2012;Schatz Amdt. No. 3176, To amend the Internal Revenue Code of 1986 to phase out tax preferences for fossil fuels on the same schedule as the phase out of the tax credits for wind facilities.;45;50
00013;02-Feb;On the Amendment;S. 2012;Sullivan Amdt. No. 2996, To require each agency to repeal or amend 1 or more rules before issuing or amending a rule.;49;46
00012;02-Feb;On the Amendment;S. 2012;Barrasso Amdt. No. 3030, To establish deadlines and expedite permits for certain natural gas gathering lines on Federal land and Indian land.;52;43
00011;02-Feb;On the Amendment;S. 2012;Franken Amdt. No. 3115, To establish a Federal energy efficiency resource standard for electricity and natural gas suppliers.;43;52
00010;02-Feb;On the Amendment;S. 2012;Lee Amdt. No. 3023, To modify the authority of the President of the United States to declare national monuments.;47;48
00009;28-Jan;On the Amendment;S. 2012;Schatz Amdt. No. 2965, To modify the funding provided for the Advanced Research Projects Agency-Energy.;55;37
00008;28-Jan;On the Amendment;S. 2012;Markey Amdt. No. 2982, To require the Comptroller General of the United States to conduct a review and submit a report on energy production in the United States and the effects of crude oil exports.;62;29
00007;28-Jan;On the Amendment;S. 2012;Crapo Amdt. No. 3021, To enable civilian research and development of advanced nuclear energy technologies by private and public institutions, to expand theoretical and practical knowledge of nuclear physics, chemistry, and materials science.;87;4
00006;27-Jan;On the Nomination;PN326;Confirmation John Michael Vazquez, of New Jersey, to be U.S. District Judge for the District of New Jersey;84;2
00005;21-Jan;On the Cloture Motion;S.J.Res. 22;Motion to Invoke Cloture on the Veto Message to Accompany S.J. Res. 22, A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of "waters of the United States" under the Federal Water Pollution Control Act.;52;40
00004;20-Jan;On the Cloture Motion;H.R. 4038;Motion to Invoke Cloture on the Motion to Proceed to H.R. 4038 , A bill to require that supplemental certifications and background investigations be completed prior to the admission of certain aliens as refugees, and for other purposes.;55;43
00003;19-Jan;On the Nomination;PN367;Confirmation Wilhelmina Marie Wright, of Minnesota, to be U.S. District Judge;58;36
00002;12-Jan;On Cloture on the Motion to Proceed;S. 2232;Motion to Invoke Cloture on the Motion to Proceed to S. 2232, A bill to require a full audit of the Board of Governors of the Federal Reserve System and the Federal reserve banks by the Comptroller General of the United States, and for other purposes.;53;44
00001;11-Jan;On the Nomination;PN11;Nomination Luis Felipe Restrepo, of Pennsylvania, to be U.S. Circuit Judge for the Third Circuit;82;6
